Date,Production (tonnes),Electricity (kWh),Natural Gas (m³),Water (m³),CO2 Emissions (kg),NOx Emissions (kg),SOx Emissions (kg),Waste Generated (kg),Waste Recycled (kg),Employees on Site,Safety Incidents
2023-02-23,923,704249,93223,1814.1079095588557,878696,846.6269758887528,288.3669082173871,126451,32305,191,0
2023-02-24,1035,735885,113850,2117.99228190763,1082610,1089.9586358772465,331.4060800438902,102465,85905,165,0
2023-02-25,923,734708,152295,1655.8441026298838,942383,1008.588747998377,443.16362031829203,117221,68302,193,0
2023-02-26,877,534970,144705,2445.0647936516534,879631,1262.7429238805728,287.5391724715793,75422,70160,157,0
2023-02-27,1138,837568,165010,3072.3535243189554,1083376,792.5676395109235,855.705824846183,161596,80798,179,0
2023-02-28,1118,706576,139750,2289.05776183843,1005082,1517.8526249151917,602.411924770123,144222,58136,176,0
2023-03-01,880,653840,166320,1740.3722379067947,836000,773.8504265601599,690.9186638629253,92400,80960,155,0
2023-03-02,842,665180,122090,2440.857503646009,718226,1227.5289538046784,383.07008754099644,101882,81674,163,0
2023-03-03,905,634405,102265,2418.056364095699,935770,1109.8492940896117,509.0858878146483,47060,53395,162,0
2023-03-04,1008,873936,180432,1806.673596643409,877968,910.3026100601165,739.5094625415044,53424,59472,168,0
2023-03-05,852,708012,162732,1591.8363139360279,782136,1024.2304355536112,330.0538799840508,92016,58788,198,0
2023-03-06,889,675640,158242,2365.567993104495,762762,1208.9016636596762,603.3907902202221,116459,64008,174,0
2023-03-07,968,847968,158752,2170.5130843320976,851840,1435.4808382286094,357.97920396258337,48400,70664,193,0
2023-03-08,810,540270,95580,2003.8009276776281,794610,942.5733614982313,533.8565173475388,55080,34020,165,0
2023-03-09,870,624660,160950,1547.459185259065,875220,577.6003242870653,492.9787594812731,54810,64380,157,0
2023-03-10,964,783732,139780,1963.1741634862321,951468,1025.9184697218066,327.1048530323342,68444,47236,150,0
2023-03-11,902,800074,121770,2654.5565202452512,790152,923.06263200944,430.34205127190324,56826,64042,180,0
2023-03-12,1065,942525,156555,2996.6255401621142,951045,635.1509211348765,607.3316709663383,156555,61770,187,0
2023-03-13,826,507164,146202,2264.7448546657492,867300,683.5800192044386,580.1993768778923,47082,63602,176,0
2023-03-14,1082,915372,163382,1874.6131456129963,962980,766.7021503342174,685.3118308642071,99544,75740,200,0
2023-03-15,951,808350,141699,2498.869784345666,904401,698.2120609955787,455.27810280864276,67521,67521,196,0
2023-03-16,916,731884,117248,1661.2850385780418,872032,934.4680900694235,281.31059056102237,133736,69616,157,0
2023-03-17,1146,771258,186798,2068.413229197649,1142562,1570.6002522366837,429.1441354495351,58446,81366,185,0
2023-03-18,862,687014,94820,1365.4861801513548,874930,1235.6681060305389,533.0224136225817,47410,26722,183,0
2023-03-19,1004,661636,193772,1590.0895057580126,987936,1195.8633173686392,441.93411806400536,146584,83332,192,0
2023-03-20,1013,728347,127638,1730.7559062021219,959311,1139.9410272182695,749.9676414787261,84079,48624,168,0
2023-03-21,824,655904,122776,1987.003740736513,748192,501.1636006313734,387.9827669816341,63448,28840,155,0
2023-03-22,894,706260,128736,2371.4275257802137,807282,948.6157280448078,440.4893291725896,108174,75990,158,0
2023-03-23,1048,748272,145672,1602.3775496428996,1019704,1315.5317531902838,796.1207815898734,143576,49256,188,0
2023-03-24,869,762113,151206,1881.3184688341369,777755,1047.3913256936687,445.6421296624157,121660,33891,172,0
2023-03-25,1004,806212,125500,2267.8805122954786,893560,765.5296620823789,685.5867036280556,125500,35140,195,0
2023-03-26,975,605475,98475,2779.002011678396,980850,596.8152108693367,698.1596997646949,80925,39000,174,0
2023-03-27,1008,623952,129024,1609.7462242841552,937440,1479.4421946948703,552.3717834589515,76608,39312,165,0
2023-03-28,1147,806341,151404,3375.43275707575,1088503,1258.9955803527369,746.3133933913509,111259,36704,165,0
2023-03-29,1174,860542,137358,2585.5386743065224,1056600,613.1310727595195,840.8683060607777,164360,88050,150,0
2023-03-30,1166,811536,199386,2604.3206245898837,1019084,748.5773679953267,836.0033214339088,82786,100276,178,0
2023-03-31,1097,670267,109700,2895.6279873615217,1131007,581.7428790231272,484.2402773657947,109700,71305,188,0
2023-04-01,1153,736767,166032,2756.520005775732,1076902,1389.8445404613249,845.7575965828678,161420,58803,168,0
2023-04-02,823,620542,155547,2271.2573515011295,774443,700.977505769474,387.7043366024873,57610,60079,150,0
2023-04-03,849,546756,140085,2093.5260402712647,790419,1272.9568687681683,593.3379343135996,98484,49242,173,0
2023-04-04,969,649230,152133,1495.7730765918377,1001946,727.1738200284564,570.1843763694046,86241,38760,186,0
2023-04-05,997,769684,173478,2112.7255864107606,934189,1188.9247699034715,525.7634665432544,108673,38883,195,0
2023-04-06,931,607012,114513,2113.47412279052,859313,477.5469192596075,295.0614231341965,85652,34447,198,0
2023-04-07,1128,682440,125208,2109.179418240291,982488,749.2143581752779,502.06191456979303,106032,40608,182,0
2023-04-08,883,551875,140397,2023.9946617206206,866223,1140.7633501223345,379.22011977752743,99779,83885,193,0
2023-04-09,978,703182,174084,2598.3896225580775,919320,613.5030639423405,529.9464878115019,75306,45966,159,0
2023-04-10,801,609561,124155,1330.6617394847744,840249,798.2039960092836,297.36875276403134,56871,56070,162,0
2023-04-11,1101,942456,125514,3030.187652635922,1011819,648.3353470769385,530.0399130625974,133221,70464,200,0
2023-04-12,842,559088,152402,1279.843432430038,873154,1038.1351445776966,342.2197257124037,112828,83358,166,0
2023-04-13,898,766892,161640,2057.026532005976,807302,879.641999015199,420.35814249507064,87106,81718,188,0
2023-04-14,1185,959850,207375,3019.9174302560396,1203960,1625.543074748488,504.45206946854506,122055,75840,175,0
2023-04-15,929,606637,99403,2316.1190619395616,959657,1090.8842355307518,571.0296118699596,104977,32515,190,0
2023-04-16,1190,817530,133280,3366.546798093715,1054340,928.2564483659264,565.5692040631757,72590,104720,155,0
2023-04-17,1069,874442,149660,2012.3580762471352,912926,1462.4359899035555,713.1086149443599,159281,74830,183,0
2023-04-18,1173,789429,164220,2887.3190257373544,1184730,1428.8910238355352,461.4249593375971,174777,103224,156,0
2023-04-19,861,697410,88683,1379.7987444382131,864444,1133.776094312503,622.2608672832325,73185,43911,150,0
2023-04-20,1086,891606,203082,2926.5628263305184,1039302,1176.7967205778489,690.4104205202294,56472,107514,192,0
2023-04-21,1110,737040,117660,2807.1435705552854,1044510,925.0170460537095,607.697406212377,143190,101010,169,0
2023-04-22,881,726825,148889,1863.2016216800578,848403,606.581741224905,319.6480276071337,47574,40526,174,0
2023-04-23,808,572872,147864,2112.247496565686,842744,1059.334609366517,443.82639995779425,121200,38784,172,0
2023-04-24,1012,755964,105248,2381.6084519277533,975568,1489.4161334389842,807.8301049532565,64768,64768,172,0
2023-04-25,1175,940000,215025,3095.9880000526346,1113900,787.2192337251446,916.4441816737035,94000,99875,183,0
2023-04-26,806,564200,95108,1362.0606779644859,784238,1105.254693099951,562.7343986008344,104780,28210,180,0
2023-04-27,830,575190,92960,1487.8757799345162,774390,492.09874657105684,420.42302749002886,93790,57270,198,0
2023-04-28,1049,848641,130076,1869.9887948626413,935708,1572.5026080120774,666.4428748814529,60842,92312,189,0
2023-04-29,1192,1054920,145424,3100.38194532405,1168160,1672.5334624380903,542.7117317320025,90592,118008,181,0
2023-04-30,972,630828,162324,2457.682946699743,1006992,562.2375954045589,546.480070020855,84564,61236,154,0
2023-05-01,1193,1053419,151511,2400.8493901122183,1105911,1131.0975668284054,419.9492533010555,140774,91861,174,0
2023-05-02,1110,695970,218670,1819.8911541142156,970140,984.0181380838977,341.5892356131371,149850,76590,184,0
2023-05-03,842,650024,163348,1885.6675162766924,835264,1129.6083144679683,353.29996612003697,95146,38732,181,0
2023-05-04,1021,731036,155192,2909.834417534546,1045504,1263.8033279568476,673.7282741545499,67386,75554,190,0
2023-05-05,1159,808982,212097,2970.90268738242,1003694,1354.29130103004,845.4678166048284,64904,99674,181,0
2023-05-06,862,623226,133610,1303.9102340665977,846484,577.7147500637138,371.6540165890582,119818,40514,163,0
2023-05-07,868,742140,146692,2572.7429407838813,813316,1069.6776800689586,672.4884976988151,100688,73780,165,0
2023-05-08,839,620860,123333,1273.2977796212215,841517,701.5515972867837,330.1981846164588,91451,31043,161,0
2023-05-09,864,546048,95904,2317.746373562222,825984,1142.03676870222,342.88401942875333,96768,48384,169,0
2023-05-10,969,602718,156009,2467.6696252502916,978690,878.1832166002605,497.21587920090116,62016,45543,195,0
2023-05-11,1035,712080,170775,1754.1992232510643,895275,744.9720692748948,799.953084518201,54855,51750,188,0
2023-05-12,856,764408,129256,2328.7299513356284,859424,1260.466438538212,387.4074727779201,73616,36808,156,0
2023-05-13,1169,791413,156646,2315.374692662411,1000664,1182.0073505940934,576.6174478262027,73647,95858,182,0
2023-05-14,992,684480,104160,1714.785926634615,903712,1403.787647811835,650.519270490867,139872,96224,170,0
2023-05-15,855,571140,167580,2150.467206134673,823365,446.6898839549282,518.526872009843,53865,33345,180,0
2023-05-16,1004,815248,145580,2980.934479206383,1021068,1090.975931643059,679.4759376041335,129516,43172,159,0
2023-05-17,851,540385,118289,1834.5779120000734,840788,848.0709430632292,415.12604853786706,77441,40848,166,0
2023-05-18,990,725670,145530,1625.6590902456176,884070,990.0223083808385,686.3127585336478,98010,72270,184,0
2023-05-19,957,835461,111012,1466.7833396207675,819192,1350.1529666599213,448.30247329071307,106227,78474,195,0
2023-05-20,1056,871200,130944,2762.761084529658,988416,557.0581046744555,645.8598267118061,151008,32736,169,0
2023-05-21,936,614016,185328,2037.9125245484129,817128,1063.030192022198,395.081935026714,117000,50544,183,0
2023-05-22,852,615144,145692,1721.8609598987462,772764,843.5184730109901,518.0713552625899,122688,35784,200,0
2023-05-23,963,828180,111708,2077.8965508522224,818550,877.9144492446968,491.6534386467968,103041,72225,191,0
2023-05-24,1189,941688,181917,2644.084107037707,1162842,942.6580895962641,936.1873936463915,105821,41615,171,0
2023-05-25,1091,912076,148376,3211.436244155326,1063725,1020.7403456694376,371.3658583437722,100372,46913,198,0
2023-05-26,997,847450,167496,2891.0871819412787,960111,1016.0920250561983,609.003640441743,147556,79760,183,0
2023-05-27,1025,773875,196800,1899.7851245866245,1044475,1203.2307502451583,413.8344288610059,101475,55350,176,0
2023-05-28,936,713232,101088,2312.8849419517883,830232,877.404941782574,347.90756793511633,125424,78624,179,0
2023-05-29,1169,912989,123914,2340.611857585226,1069635,856.2527882501455,668.5583275350646,161322,36239,187,0
2023-05-30,1187,822591,221969,2232.180833619261,1011324,1243.6789507071587,613.9714775130143,83090,70033,168,0
2023-05-31,970,806070,112520,1811.0588301052392,853600,1180.8581044301202,668.7637128583967,144530,49470,156,0
2023-06-01,1065,829635,204480,2827.9159764875203,1023465,535.1387176441572,617.51162126915,77745,51120,195,0
2023-06-02,852,759984,138876,1918.5836413240831,736128,523.7431831240955,487.9942873037055,110760,28968,180,0
2023-06-03,1097,824944,186490,3017.0014444032704,987300,650.8822839157618,380.82197251107425,107506,49365,162,0
2023-06-04,1012,872344,116380,1685.0990226003576,989736,942.1762557548145,437.8589269190714,92092,92092,169,0
2023-06-05,886,769934,169226,1507.4371594088836,784996,466.36661951451066,528.7617979263161,117838,62020,159,0
2023-06-06,924,689304,151536,2641.2653653753737,836220,684.5889734803459,443.9626286657701,67452,79464,181,0
2023-06-07,1143,688086,214884,2372.962792638122,1021842,1586.661429818316,781.6198260170809,91440,80010,163,0
2023-06-08,881,606128,162104,1419.8731324032076,769994,1069.0414098817391,698.7263257181157,115411,41407,198,0
2023-06-09,1143,851535,226314,3154.636556415368,1064133,717.6281231362549,708.0369799889687,125730,84582,150,0
2023-06-10,933,584991,169806,2038.8797155804539,853695,1312.4704041590676,378.7904831545025,47583,77439,164,0
2023-06-11,922,560576,118016,2618.106999830029,858382,710.2877375923205,518.0208939227517,84824,68228,199,0
2023-06-12,1037,852414,190808,1728.2246417063466,1061888,631.357695617749,444.9977745600427,90219,91256,195,0
2023-06-13,812,611436,137228,1944.300192263634,790076,432.50928079754055,428.8434496564154,90132,71456,157,0
2023-06-14,1048,833160,158248,2275.2410587000004,1066864,1437.9702271792733,742.764199142821,150912,64976,198,0
2023-06-15,1059,934038,149319,1834.7064676868624,1074885,1131.5742366104598,703.304893832042,61422,55068,175,0
2023-06-16,1126,868146,180160,2092.4831482365275,1150772,844.4543396614555,588.0274867088958,78820,34906,165,0
2023-06-17,1111,794365,195536,3332.4931236022476,1061005,1567.8160270364863,604.8477338659916,104434,93324,197,0
2023-06-18,1057,877310,128954,2072.5766416340384,978782,1261.207933560781,741.0265004234656,142695,59192,199,0
2023-06-19,875,711375,164500,1443.9454215310118,879375,922.3307200118257,412.0202380307487,86625,32375,172,0
2023-06-20,1115,792765,216310,2947.5088663922256,1156255,587.0567193177792,780.0810507660101,85855,39025,151,0
2023-06-21,802,575836,146766,1566.4730427243844,724206,862.8076746064665,305.7948667697221,79398,56942,161,0
2023-06-22,1040,752960,184080,1978.0413973022908,984880,1343.141122807694,699.353539730594,139360,104000,184,0
2023-06-23,1048,718928,122616,2107.682210109203,1073152,591.2067629055773,714.1424872755282,68120,42968,200,0
2023-06-24,839,697209,165283,1590.588242273607,821381,570.5294184388774,269.28833809332923,97324,75510,169,0
2023-06-25,977,716141,142642,1701.2389802369162,873438,1138.2182207067037,661.7838260971895,112355,42011,153,0
2023-06-26,853,755758,157805,1961.9876164112234,754905,437.784397336521,470.6196076367635,112596,29002,186,0
2023-06-27,1032,632616,174408,1948.1950535063004,1074312,525.5644053190114,323.08383330244345,112488,83592,162,0
2023-06-28,1004,877496,153612,2956.9997605213284,922676,943.3131329302577,608.985772316338,114456,87348,188,0
2023-06-29,891,616572,103356,1768.9710679395066,886545,1325.9034504898032,457.79084135708837,89100,39204,191,0
2023-06-30,850,588200,152150,1943.5479781450397,860200,724.2524236404496,669.7668601175995,79050,38250,166,0
2023-07-01,812,508312,95004,2266.2765563201383,849352,1015.73554888006,583.6587466204056,77140,31668,195,0
2023-07-02,1082,688152,140660,3132.441462262213,1125280,747.9937854674921,363.2490129341765,141742,74658,151,0
2023-07-03,819,700245,147420,1830.2668979762213,823095,1172.742798507923,595.7536061455131,74529,76986,156,0
2023-07-04,1107,881172,200367,2949.987571693436,973053,1644.603964370805,802.6924101924754,77490,89667,169,0
2023-07-05,1027,855491,106808,2913.682912883438,968461,1319.7198379627205,656.8624261671212,110916,93457,175,0
2023-07-06,864,731808,139968,2515.7473708648968,813888,919.6839512060742,316.2929688450775,126144,71712,171,0
2023-07-07,945,756000,117180,1586.860314874241,962010,1070.5684920322178,318.03377718863777,84105,94500,154,0
2023-07-08,952,794920,183736,2598.5903698156903,951048,1101.8398030152655,401.80017455288123,56168,56168,162,0
2023-07-09,1134,816480,216594,2345.860890689064,1085238,773.3954307568483,355.6110891208927,168966,80514,168,0
2023-07-10,1190,947240,177310,2239.2659201557,1160250,1739.6569384329944,624.6593339551769,148750,35700,193,0
2023-07-11,808,672256,105040,2295.48547705942,767600,933.2376812943718,586.45682725453,94536,46864,156,0
2023-07-12,882,536256,136710,1897.838667289076,751464,979.1776835821477,546.1428109373876,63504,38808,166,0
2023-07-13,816,580992,137904,1341.5778263560549,808656,637.2498846859388,574.2870345584435,53856,66096,187,0
2023-07-14,1128,853896,224472,2378.4380063930003,1176504,1372.5485492204982,618.7661472561607,162432,55272,165,0
2023-07-15,890,709330,148630,1423.9927649783,896230,1168.2583085844906,397.66149256845,68530,32040,169,0
2023-07-16,1075,906225,149425,2855.9832136034265,1088975,1176.0863785928266,640.8884998784349,65575,34400,183,0
2023-07-17,1066,860262,138580,3059.2845013398337,1018030,578.9016957427218,396.98628228574717,56498,77818,156,0
2023-07-18,891,655776,92664,1888.5118943845694,870507,1305.4030601994907,530.2328725429726,117612,52569,163,0
2023-07-19,1192,995320,219328,2624.599364346753,1082336,1615.5083786764772,429.04835929675903,114432,107280,162,0
2023-07-20,1174,1003770,234800,3376.666758834292,1224482,1072.0179414344268,453.56144505989204,127966,45786,192,0
2023-07-21,1078,652190,141218,1798.701622775551,960498,1321.980405315826,799.7659949109069,114268,79772,173,0
2023-07-22,812,548912,140476,1910.2001158741214,825804,1067.9044828041501,468.9881835412945,64148,41412,194,0
